user_id;city;state;country;age
367;culver city;california;usa;45
372;bamberg;bayern;germany;22
376;fishers;indiana;usa;35
383;carmichael;california;usa;40
387;charity;missouri;usa;17
388;nashville;tennessee;usa;35
392;barcelona;catalunya;spain;44
393;brighton;east sussex;united kingdom;24
408;mountain view;california;usa;17
413;naperville;illinois;usa;17
424;portland;oregon;usa;29
430;silver spring;maryland;usa;33
431;ridgway;pennsylvania;usa;40
432;kansas city;missouri;usa;39
433;smock;pennsylvania;usa;48
440;brookfield;wisconsin;usa;16
441;spokane;washington;usa;19
444;sweet home;oregon;usa;40
446;chevy chase;dc;usa;42
447;medford;new jersey;usa;26
453;charleston;west virginia;usa;29
460;roma;italy;italy;49
463;rouse hill;new south wales;australia;20
472;livingston;new jersey;usa;30
475;vancouver;british columbia;canada;34
476;rome;new york;usa;32
479;iowa city;iowa;usa;37
486;portland;oregon;usa;31
487;houston;texas;usa;20
489;cape girardeau;missouri;usa;25
493;manhattan;kansas;usa;29
494;parry sound;ontario;canada;28
496;west salem;wisconsin;usa;51
499;la verne;california;usa;62
500;san antonio;texas;usa;17
503;el centro;california;usa;40
505;washington;dc;usa;51
507;dumas;arkansas;usa;47
508;portland;oregon;usa;29
512;winter springs;florida;usa;58
513;savannah;georgia;usa;54
523;bozeman;montana;usa;19
530;moab;utah;usa;47
537;davis;california,;n/a;55
538;perryville;missouri;usa;26
542;fort worth;texas;usa;38
558;burnaby;other;other;26
565;franklin;tennessee;usa;48
566;springfield;illinois;usa;35
567;spokane;washington;usa;19
585;milano;lombardia;italy;28
592;boston;massachusetts;usa;36
595;hollywood;florida;usa;17
596;san francisco;california;usa;49
619;long beach;mississippi;usa;53
620;toronto;ontario;canada;45
625;marseille;provence;france;41
626;graz;steiermark;austria;41
628;berlin;berlin;germany;29
638;san diego;california;usa;20
639;washington dc;virginia;usa;57
640;scotch village;nova scotia;canada;29
641;portland;oregon;usa;34
643;grenoble;rhone-alpes;france;23
649;san diego;california;usa;42
650;santa cruz;california;usa;48
651;interlachen;florida;usa;26
657;chattanooga;tennessee;usa;26
660;ny;new york;usa;56
677;baton rouge;louisiana;usa;27
683;union;illinois;usa;28
685;stevens point;wisconsin;usa;21
695;alphen aan den rijn;zuid holland;netherlands;51
698;palo alto;california;usa;31
705;asti;piemonte;italy;9
707;san antonio;texas;usa;42
708;duluth;minnesota;usa;35
709;roanoke;virginia;usa;14
712;pratteln;baselland;switzerland;29
713;abingdon;n/a;united kingdom;49
714;austin;texas;usa;47
717;spring hill;florida;usa;7
726;eatontown;new jersey;usa;31
728;welsh;louisiana;usa;34
730;albuquerque;new mexico,;n/a;69
735;cortland;new york;usa;29
739;oakdale;minnesota;usa;55
741;novinger;missouri;usa;16
743;moraga;california;usa;61
744;ocala;florida;usa;48
746;longmont;colorado;usa;36
753;stockton;california;usa;35
756;scranton;pennsylvania;usa;44
757;philadelphia;pennsylvania;usa;29
758;duesseldorf;n/a;germany;33
759;primm springs;tennessee;usa;5
763;oakland;california;usa;35
765;york;pennsylvania;usa;32
767;omaha;nebr,;n/a;43
769;birmingham;alabama;usa;23
771;ft. sill;oklahoma;usa;38
774;wentzville;missouri;usa;16
776;auckland;n/a;new zealand;23
777;portland;other;other;13
778;bradenton;florida;usa;25
780;woodland hills;california;usa;44
782;hallandale;florida;usa;57
785;burbank;california;usa;37
786;panhandle;texas;usa;48
790;chilliwack;british columbia;canada;22
805;sonoma;california;usa;34
811;zurich;n/a;switzerland;34
818;selangor;southeast asia;malaysia;47
819;deer park;new york;usa;44
824;albuquerque;new mexico;usa;15
827;mason city;iowa;usa;40
828;albuquerque;new mexico;usa;35
834;rockville;maryland;usa;17
843;deer lodge;tennessee;usa;25
850;bremen;bremen;germany;22
853;chesterfield;michigan;usa;24
878;douglasville;georgia;usa;19
882;berkeley;california;usa;23
883;brookfield;connecticut;usa;43
885;jacksonville;texas;usa;35
886;bozeman;montana;usa;51
887;castaic;california;usa;30
895;geelong;victoria;australia;40
896;-;wales;united kingdom;27
899;bielefeld;nordrhein-westfalen;germany;23
900;scranton;pennsylvania;usa;25
901;worcester;worcestershire;united kingdom;21
902;overland;missouri;usa;18
903;los angeles;california;usa;19
913;manchester;lancs;united kingdom;44
914;griesheim;hessen;germany;51
915;humble;texas;usa;50
921;osnabrück;niedersachsen;germany;44
924;grenoble;isere;france;29
929;king of prussia;other;other;36
938;calgary;alberta;canada;55
941;bend;oregon;usa;14
951;aglaura;new jersey;usa;10
965;las cruces;new mexico;usa;24
969;river forest;illinois;usa;13
973;eugene;oregon;usa;71
984;college station;texas;usa;23
999;newark;delaware;usa;21
1003;tequesta;florida;usa;41
1008;boston;massachusetts;usa;32
1009;delano;minnesota;usa;56
1010;silver spring;maryland;usa;26
1016;clementon;new jersey;usa;23
1019;san diego;california;usa;48
1021;rowland;north carolina;usa;37
1022;newport news;virginia;usa;31
1024;charles town;west virginia;usa;57
1025;maidstone;england;united kingdom;33
1026;duluth;minnesota;usa;36
1031;sparks;maryland;usa;52
1032;lockhart;texas;usa;52
1038;dallas;texas;usa;26
1040;los angeles;california;usa;26
1048;oakville;ontario;canada;22
1054;burnsville;minnesota;usa;37
1057;norwich;norfolk;united kingdom;19
1060;lincoln;nebraska;usa;38
1063;edmonton;alberta;canada;19
1075;hurst;texas;usa;49
1079;eugene;oregon;usa;24
1082;rochester;washington;usa;36
1083;newport news;virginia;usa;41
1087;birmingham;alabama;usa;46
1093;needham;massachusetts;usa;30
1094;largo;florida;usa;18
1095;hennef;nrw;germany;44
1096;arvada;colorado;usa;18
1098;astoria;new york;usa;19
1108;fairbanks;alaska;usa;35
1111;london;ontario;canada;45
1113;richmond;missouri;usa;22
1116;calgary;alberta;canada;29
1118;cleveland;n/a;usa;32
1123;lasalle;quebec;canada;23
1124;brooklyn;new york;usa;21
1129;bothell;washington;usa;53
1131;berkeley;other;other;22
1133;kingswood;south australia;australia;46
1137;zaragoza;schleswig-holstein;spain;25
1140;bridgewater;new jersey;usa;19
1150;jericho;vermont;usa;25
1155;smyrna;georgia;usa;22
1161;brier;washington;usa;39
1164;woburn;massachusetts;usa;35
1166;nantes;loire-atlantique;france;22
1167;milwaukee;wisconsin;usa;25
1169;olympia;washington;usa;27
1172;bielefeld;nordrhein-westfalen;germany;26
1174;oviedo;asturias;spain;32
1178;heidelberg;baden-wuerttemberg;germany;9
1180;storrs;connecticut;usa;23
1184;la mirada;california;usa;38
1192;klang;selangor;malaysia;27
1200;westfield;new jersey;usa;26
1210;new york;new york;usa;15
1211;rennes;bretagne;france;22
1214;speicher;rheinland-pfalz;germany;30
1219;taiping;perak;malaysia;17
1223;orlando;florida;usa;62
1234;barbera del valles;barcelona;spain;25
1235;salt spring island;british columbia;canada;13
1242;edmonton;alberta;canada;25
1248;dixon;california;usa;35
1249;surrey;british columbia;canada;50
1250;arlington;virginia;usa;44
1252;la;california;usa;24
1254;16605 bennington ct;indiana;usa;26
1258;st. paul;minnesota;usa;18
1259;whistler;british columbia;canada;29
1261;el paso;texas;usa;46
1262;roseland;new jersey;usa;39
1263;wiesbaden;hessen;germany;23
1264;antelope;california;usa;21
1266;island lake il.;illinois;usa;19
1267;salem;oregon;usa;13
1279;long beach;california;usa;26
1281;london;england;united kingdom;32
1293;haddon twp;new jersey;usa;26
1294;victoria;british columbia;canada;60
1296;temple;new hampshire;usa;37
1297;los gatos;california;usa;30
1309;walker;louisiana;usa;28
1314;monza;lombardia;italy;48
1324;meggett;south carolina;usa;37
1330;swisttal;nordrhein-westfalen;germany;44
1331;lisboa;n/a;portugal;32
1343;bishop auckland;england;united kingdom;33
1344;new york;new york;usa;24
1348;sacramento;california;usa;43
1355;roseville;minnesota;usa;71
1359;houston;texas;usa;14
1360;north hollywood;california;usa;36
1361;wiesbaden;hessen;germany;25
1368;hopewell;virginia;usa;22
1369;cobble hill;n/a;canada;45
1372;frankfurt;hessen;germany;34
1375;dinwiddie;virginia;usa;59
1376;peoria;illinois;usa;37
1377;swansea;massachusetts;usa;20
1389;trenton;michigan;usa;22
1395;santa monica;california;usa;43
1396;santa barbara;california;usa;35
1399;york;maine;usa;41
1403;virginia beach;virginia;usa;26
1409;farmington hills;michigan;usa;74
1410;amherst;new york;usa;22
1412;winston-salem;north carolina;usa;47
1417;fort collins;colorado;usa;53
1424;north avoca;new south wales;australia;24
1427;mililani;hawaii;usa;22
1433;woodbridge;california;usa;54
1434;bethel;vermont;usa;29
1435;st. louis;missouri;usa;36
1436;sault ste. marie;ontario;canada;22
1439;tilley;alberta;canada;23
1442;paris;ile de france;france;36
1448;la mesa;california;usa;61
1455;chehalis;washington;usa;25
1461;kolding;none;denmark;30
1466;cologne;nordrhein-westfalen;germany;28
1467;dallas;texas,;n/a;26
1473;new york;new york;usa;30
1475;new york city;new york;usa;29
1484;eastbourne;england;united kingdom;28
1485;allendale;new jersey;usa;30
1486;montmorency;victoria;australia;75
1489;somerville;massachusetts;usa;20
1491;sheffield;england;united kingdom;22
1499;lawrence;kansas;usa;38
1500;brighton;england;united kingdom;38
1504;iowa city;iowa;usa;24
1511;cuyahoga falls;ohio;usa;25
1513;oak hill;virginia;usa;40
1515;bloomington;indiana;usa;27
1517;barcelona;barcelona;spain;32
1519;raleigh;north carolina;usa;61
1530;hartsdale;new york;usa;26
1535;virginia beach;virginia;usa;69
1539;calgary;alberta;canada;36
1548;brooklyn;new york;usa;28
1550;des moines;washington;usa;34
1554;lincoln;nebraska;usa;29
1556;tucson;arizona;usa;51
1558;normal;illinois;usa;61
1559;manchester;new hampshire;usa;23
1570;brooklyn;new york;usa;28
1582;san francisco;california;usa;48
1583;san francisco;california;usa;48
1585;albuquerque;new mexico;usa;29
1586;north muskegon;michigan;united kingdom;14
1589;clio;michigan,;n/a;50
1591;flensburg;schleswig-holstein;germany;24
1596;jackson;tennessee;usa;51
1597;west columbia;texas;usa;23
1608;collingswood;new jersey;usa;27
1615;vienna;n/a;austria;30
1616;marietta;georgia;usa;40
1617;chicago;illinois;usa;24
1619;visalia;california;usa;19
1633;brooklyn;new york;usa;29
1639;jacksonville;florida;usa;43
1641;winston salem;north carolina;usa;22
1650;victoria;british columbia;canada;39
1652;new york;new york;usa;45
1653;madrid;delaware;spain;17
1654;silver spring;maryland;usa;34
1660;fort worth;texas;usa;19
1674;minneapolis;minnesota;usa;26
1683;chico;california;usa;46
1684;ucluelet;british columbia;canada;28
1688;chelmsford;england;united kingdom;53
1696;las palmas gc;las palmas;spain;34
1706;olympia;washington;usa;26
1718;framingham;massachusetts;usa;28
1719;sg;sg;singapore;55
1721;windsor;ontario;canada;21
1723;danbury;connecticut;usa;40
1725;palma;illes balears;united kingdom;25
1730;el paso;texas;usa;33
1733;independence;west virginia;usa;30
1745;cedar rapids;iowa;usa;20
1759;hollywood;florida;usa;29
1762;prato;toscana;italy;31
1768;newington;connecticut;usa;25
1773;northridge;california;usa;16
1775;albuquerque;new mexico;usa;14
1782;woodland hills;california;usa;7
1790;chicago;illinois;usa;25
1791;harrisburg;pennsylvania;usa;59
1792;hutchinson;kansas;usa;15
1797;paris;paris;france;33
1799;bolzano;trentino alto adige;italy;48
1802;lake luzerne;new york;usa;43
1803;northville;new york;usa;48
1805;euless;texas;usa;25
1807;frankfurt;hessen;germany;29
1812;provo;utah;usa;24
1813;ottawa;ontario;canada;35
1830;kidderminster;worcestershire;england, united kingdom;54
1835;kuala lumpur;n/a;malaysia;30
1838;glens falls;new york;usa;31
1841;washington dc;dc;usa;23
1844;kiel;n/a;germany;36
1846;strasbourg;alsace;france;25
1848;bellingham;washington;usa;22
1850;sydney;nsw;australia;22
1859;sackville;new brunswick;canada;40
1863;feucht;bayern;germany;43
1869;westfield;massachusetts;usa;21
1878;`s-hertogenbosch;noord brabant;netherlands;44
1881;binghamton;new york;usa;31
1888;toronto;ontario;canada;9
1891;canyon city;oregon;usa;48
1892;fort wayne;indiana;usa;47
1898;waukegan;illinois;usa;47
1900;kent;ohio;usa;51
1901;vancouver;british columbia;canada;53
1903;hualien;taiwan;taiwan;36
1905;baton rouge;louisiana;usa;16
1915;louisville;kentucky;usa;33
1918;london;england;united kingdom;23
1923;beaufort;victoria;australia;49
1928;kansas city;missouri;usa;17
1933;honolulu;hawaii;usa;12
1937;bozeman;montana;usa;42
1945;wrightsville beach;north carolina;usa;54
1947;ottawa;ontario;canada;7
1949;wilmington;north carolina;usa;25
1951;karlsruhe;baden-württemberg;germany;28
1961;grand rapids;michigan;usa;17
1966;burgos;burgos;spain;38
1971;ames;iowa;usa;25
1978;saint louis;missouri;usa;27
1989;phoenix;arizona;usa;27
1990;niterói;rio de janeiro;brazil;32
1995;rascafría;madrid;spain;59
1996;sydney;new south wales;australia;34
2009;wuppertal;nordrhein-westfalen;germany;31
2010;colfax;illinois;usa;47
2012;bray;wicklow,;n/a;34
2018;edson;alberta;canada;21
2019;carcavelos;n/a;portugal;29
2024;oakland;california;usa;34
2030;seabeck;washington;usa;31
2033;omaha;nebraska;usa;27
2035;longwood;florida;usa;15
2036;frenchtown;new jersey;usa;49
2038;bloomington;indiana;usa;34
2041;playa del rey;california;usa;25
2043;houston;other;other;60
2045;venezia;veneto;italy;7
2046;philadelphia;missouri;usa;22
2060;pennsauken;new york;usa;54
2063;raleigh;north carolina;usa;38
2066;fieberbrunn;tirol;austria;31
2070;pembroke pines;florida;usa;22
2074;madrid;madrid;spain;35
2075;bonn;nordrhein-westfalen;germany;29
2077;minneapolis;minnesota;usa;25
2082;akron;ohio;usa;14
2084;logroño;la rioja;spain;21
2089;lynchburg;virginia;usa;28
2090;dudley;massachusetts;usa;28
2097;arlington;massachusetts;usa;43
2099;tucson;arizona;usa;50
2103;minneapolis;minnesota;usa;43
2104;roseville;california;usa;47
2105;new smyrna beach;florida;usa;69
2106;denver;colorado;usa;44
2108;houston;texas;usa;8
2109;winnipeg;manitoba;canada;22
2110;charlotte;north carolina;usa;24
2115;escondido;california;usa;55
2116;parrsboro;nova scotia;canada;17
2119;hartford;connecticut;usa;15
2127;high point;north carolina;usa;49
2130;george town;penang,;n/a;34
2132;hammond;indiana;usa;33
2134;oakland;california;usa;35
2135;irvine;california;usa;22
2136;salem;oregon;usa;45
2138;crosswicks;new jersey;usa;44
2139;chesapeake;virginia;usa;33
2141;lexington;massachusetts;usa;47
2147;las vegas;nevada;usa;35
2148;los angeles;california;usa;40
2152;grosse pointe;michigan;usa;29
2155;madrid;madrid;spain;18
2163;kerns;obwalden;switzerland;14
2169;hollister;california;usa;12
2170;kassel;hessen;germany;29
2172;quezon city;n/a;philippines;17
2178;linden;new jersey;usa;27
2179;sunderland;massachusetts;usa;30
2181;montreal;quebec;canada;15
2183;burnaby;british columbia;canada;18
2189;montreal;quebec;canada;24
2190;lenexa;kansas;usa;29
2197;n/a;travelling;canada;26
2198;philadelphia;pennsylvania;usa;25
2199;launceston;tasmania;australia;25
2203;woking;surrey;united kingdom;40
2204;el cajon;california;usa;31
2216;münster;nordrhein-westfalen;germany;36
2218;stratham;new hampshire;usa;48
2219;omaha;nebraska;usa;9
2222;aptos;california;usa;15
2223;cleveland;ohio;usa;47
2224;paris;ile de france;france;23
2226;montreal;quebec;canada;39
2230;harpers ferry;west virginia;usa;44
2238;san diego;california;usa;34
2240;ottawa;ontario;canada;27
2250;charlotte;north carolina;usa;22
2253;saskatoon;saskatchewan;canada;61
2255;charlottesville;virginia;usa;35
2271;mooresville;north carolina;usa;42
2276;niskayuna;new york;usa;46
2281;vancouver;washington;usa;30
2287;north chili;new york;usa;35
2288;spring hill;tennessee;usa;30
2292;brighton;massachusetts;usa;22
2295;el sobrante;california;usa;21
2296;wenatchee;washington;usa;61
2305;holmrook;cumbria;united kingdom;71
2311;albuquerque;new mexico;usa;20
2312;roanoke;virginia;usa;48
2313;cincinnati;ohio;usa;23
2324;atlantic beach;florida;usa;40
2326;porto;porto;portugal;23
2329;kuala lumpur;n/a;malaysia;13
2333;ocean city;maryland;usa;30
2334;amersfoort;utrecht;netherlands;9
2335;appleton;minnesota;usa;33
2336;van buren;arkansas;usa;17
2337;grove city;ohio;usa;34
2339;upper darby;pennsylvania;usa;33
2340;st. louis;missouri;usa;29
2345;london;england;united kingdom;55
2349;günzburg;bayern;germany;62
2350;st. louis;missouri;usa;24
2351;gelsenkirchen;nordrhein-westfalen;germany;24
2354;ottawa;ontario;canada;37
2355;gatineau;quebec;canada;60
2357;philadelphia;pennsylvania;usa;35
2358;bryan;texas;usa;23
2363;mountain home;idaho;usa;42
2366;lathrup village;michigan;usa;16
2368;largo;florida;usa;18
2375;norfolk;virginia;usa;20
2376;bay village;ohio;usa;38
2379;london;england;united kingdom;57
2385;london;ontario;canada;37
2388;hawley;pennsylvania;usa;64
2389;düsseldorf;nordrhein-westfalen;germany;42
2399;kent;ohio;usa;32
2404;new york;new york;usa;44
2406;münchen;bayern;germany;48
2411;lake city;florida;usa;37
2414;edenhope;victoria;australia;34
2415;hamburg;hamburg;germany;33
2416;seville;n/a;spain;21
2417;lakeland;florida;usa;35
2421;durban;kwazulu-natal;south africa;31
2425;vancouver;british columbia;canada;54
2437;san antonio;texas;usa;45
2439;atlanta;georgia;usa;26
2442;torino;other;other;25
2448;birmingham;england;united kingdom;49
2453;independence;missouri;usa;57
2461;san francisco;california;usa;59
2462;kingston;n/a;usa;26
2466;olathe;kansas;usa;39
2470;phoenix;arizona;usa;22
2473;elkhart;indiana;usa;31
2481;st. louis;missouri;usa;39
2484;asheville;north carolina;usa;63
2485;charlottesville;virginia;usa;43
2499;boulder;colorado;usa;49
2501;lisboa;loures-apelação;portugal;34
2503;london;england;united kingdom;36
2504;boston;massachusetts;usa;23
2506;tiana;barcelona;spain;50
2508;harrogate;england;united kingdom;38
2515;reus;tarragona;spain;38
2520;hondarribia;euskadi;spain;42
2528;the colony;texas;usa;24
2534;kamloops;british columbia;canada;31
2545;freiburg;baden-wuerttemberg;germany;48
2549;nice;alpes maritimes;france;31
2550;montpellier;illinois;france;34
2552;frankenthal;rheinland-pfalz;alderney;33
2559;santa rosa;california;usa;19
2562;wheeling;illinois;usa;53
2565;pensacola;friuli venezia giulia;usa;27
2569;santa rosa;california;usa;52
2574;linlöping;östergötland;sweden;34
2578;burlington;ontario;canada;16
2579;la ronge;saskatchewan;canada;60
2580;ann arbor;michigan;usa;31
2583;cedar rapids;iowa;usa;33
2584;bigfork;montana;usa;42
2589;shrewsbury;massachusetts;usa;62
2590;el cerrito;california;usa;26
2591;bloomington;illinois;usa;39
2597;ypsilanti;michigan;usa;29
2598;flushing;michigan;usa;38
2605;marina del rey;california;usa;33
2611;vero beach;florida;usa;54
2622;los angeles;california;usa;41
2630;kingsland;texas;usa;66
2632;farmingdale;new york;usa;47
2633;fulton;missouri;usa;42
2634;addison;texas;usa;53
2638;burnaby;british columbia;canada;36
2640;college station;texas;usa;24
2643;cedar park;texas;usa;28
2644;austin;texas;usa;20
2651;harlingen;texas;usa;29
2653;los angeles;california;usa;46
2655;firenze;toscana;italy;29
2656;kelseyville;california;usa;83
2665;balozi;rigas rajons;latvia;29
2670;corpus christi;texas;usa;63
2678;fort collins;colorado;usa;16
2679;weston-super-mare;somerset;united kingdom;34
2681;christchurch;canterbury;new zealand;44
2683;gulf breeze;florida;usa;17
2685;monteporzio catone(roma);lazio;italy;21
2687;tucson;arizona;usa;35
2688;herbolzheim;baden-wuerttemberg;germany;16
2690;cordele;georgia;usa;35
2700;kenosha;wisconsin;usa;29
2718;naples;florida;usa;30
2719;staten island;new york;usa;37
2731;victoria;british columbia;canada;45
2738;milano;lombardia;italy;32
2749;bridge lake;british columbia;canada;18
2759;woodstock;new york;usa;28
2766;frisco;texas;usa;42
2769;gorizia;friuli venezia giulia;italy;27
2770;champaign;illinois;usa;50
2776;dacula;georgia;usa;42
2789;barcelona;catalunya;spain;28
2790;san antonio;texas;usa;50
2793;jefferson;georgia;usa;34
2799;eugene;oregon;usa;35
2808;madrid;n/a;spain;21
2837;smithfield;virginia;usa;53
2844;clinton township;michigan;usa;22
2850;san diego;california;usa;53
2853;cleveland;ohio;usa;34
2854;deptford;new jersey;usa;36
2855;dallas;texas;usa;35
2859;citrus heights;california;usa;27
2861;columbus;ohio;usa;26
2863;lisbon;n/a;portugal;34
2864;bloomington;indiana;usa;21
2872;watauga;texas;usa;16
2883;pacific grove;california;usa;43
2889;kodiak;alaska;usa;12
2891;beaverton;oregon;usa;25
2892;portland;oregon;usa;26
2893;hospitalet de llobregat;barcelona;spain;21
2896;sao paulo;sao paulo;brazil;20
2906;paris;ile de france;france;20
2907;new york;new york;usa;29
2914;san jose;california;usa;34
2935;barstow;california;usa;59
2936;london;london;united kingdom;30
2942;toronto;ontario;canada;28
2945;franklin;tennessee;usa;29
2946;sydney;new south wales;australia;31
2948;raleigh;north carolina;usa;24
2954;wichita;kansas;usa;71
2966;wauconda;illinois;usa;8
2972;phoenix;arizona;usa;60
2973;waukesha;wisconsin;usa;25
2977;richland;washington;usa;25
2982;montreal;quebec;canada;34
2983;lancaster;lancashire;united kingdom;25
2985;cardiff;wales;united kingdom;17
2991;london;n/a;ireland;15
2992;san diego;california;usa;58
2995;belleville;illinois;usa;61
2996;milan;lombardia;italy;21
3003;helsinki;uusimaa;finland;60
3005;mountain view;california;usa;27
3009;stratford;connecticut;usa;34
3017;roma;lazio;italy;30
3023;west monroe;louisiana;usa;47
3026;kuala lumpur;kuala lumpur;malaysia;55
3030;anchorage;alaska;usa;57
3032;sydney;new south wales;australia;40
3048;klamath falls;oregon;usa;37
3052;houston;texas;usa;31
3053;frankfurt;hessen;germany;33
3054;henrietta;new york;usa;38
3060;bartlett;tennessee;usa;44
3061;st. louis;missouri;usa;19
3062;chicago;illinois;usa;41
3063;fort washington;maryland;usa;57
3071;portland;oregon;usa;37
3077;lowell;massachusetts;usa;52
3079;asheville;north carolina;usa;17
3087;berthoud;colorado;usa;20
3088;avignon;vaucluse;france;25
3089;st.paul;minnasota;usa;46
3095;córdoba;córdoba;argentina;19
3099;umeå;västerbotten;sweden;19
3100;oakland;california;usa;42
3101;barcelona;barcelona;spain;28
3104;watertown;massachusetts;usa;27
3106;memphis;tennessee;usa;30
3113;vernon;british columbia;canada;24
3114;girvan;scotland;united kingdom;12
3133;wapakoneta;ohio;usa;34
3142;lawrenceville;georgia;usa;29
3145;austin;texas;usa;34
3146;hawthorne;new jersey;usa;60
3150;phoenix;arizona;usa;51
3154;new york;new york;usa;46
3165;janesville;wisconsin;usa;24
3166;dallas;georgia;usa;15
3167;milwaukee;wisconsin;usa;42
3168;mississauga;ontario;canada;17
3172;arlington;virginia;usa;32
3174;flagstaff;arizona;usa;24
3175;hartford;wisconsin;usa;35
3177;hamilton;n/a;new zealand;44
3191;sligo;connaught;ireland;29
3192;milwaukee;wisconsin;usa;50
3193;silkstone;queensland;australia;24
3194;logan;utah;usa;20
3197;ore city;texas;usa;38
3200;pamplona;navarra;spain;42
3206;bilbao;vizcaya;spain;23
3209;madrid;n/a;spain;24
3232;rome;lazio;italy;35
3243;atlanta;georgia;usa;28
3251;brescia;lombardia;italy;19
3260;lawrenceville;georgia;usa;45
3261;lenexa;other;other;42
3266;stockholm;n/a;sweden;53
3282;didsbury;alberta;canada;52
3283;duisburg;nordrhein-westfalen;germany;19
3289;petawawa;ontario;canada;38
3293;barcelona;barcelona;spain;19
3296;rochester;minnesota;usa;63
3300;cabot;arkansas;usa;49
3305;halifax;nova scotia;canada;26
3310;tucson;arizona;usa;33
3315;tamworth;new south wales;australia;51
3320;cuenca;alaska;spain;10
3326;bonn;nordrhein-westfalen;germany;37
3328;apo;ae;usa;44
3329;grantsville;utah;usa;29
3331;mckeesport;pennsylvania;usa;60
3332;hartlepool;cleveland;united kingdom;54
3344;tucson;arizona;usa;61
3346;tehran;tehran;iran;20
3350;colorado springs;colorado;usa;23
3355;barcelona;barcelona;spain;19
3357;spokane;washington;usa;31
3362;new york;new york;usa;52
3363;knoxville;tennessee;usa;29
3364;victoria;british columbia;canada;29
3368;nashua;new hampshire;usa;16
3371;groveland;massachusetts;usa;25
3373;elk grove;california;usa;30
3374;ajax;ontario;canada;47
3379;toronto;ontario;canada;16
3385;al khobar;eastern province;saudi arabia;42
3393;aurora;illinois;usa;55
3404;montreal;quebec;canada;49
3416;aachen;nordrhein-westfalen;germany;34
3418;san diego;california;usa;14
3427;eldorado;illinois;usa;50
3432;london;england;united kingdom;48
3437;honolulu;hawaii;usa;34
3445;la mirada;california;usa;45
3460;edmonton;alberta;canada;32
3462;amherst;new york;usa;47
3463;conrad;iowa;usa;66
3467;fort wayne;indiana;usa;36
3471;victoria;british columbia;canada;25
3472;seattle;washington;usa;24
3473;aptos;california;usa;35
3480;kailua;hawaii;usa;31
3481;littleton;colorado;usa;49
3488;ljubljana;n/a;slovenia;21
3492;cupertino;california;usa;16
3505;florissant;missouri;usa;30
3507;chicago;illinois;usa;30
3508;edinburgh;scotland;united kingdom;46
3509;san diego;california;usa;29
3512;portales;new mexico;usa;54
3514;evansville;indiana;usa;22
3521;chilliwack;british columbia;canada;21
