user_id;city;state;country;age
938;calgary;alberta;canada;55
944;toronto;ontario;canada;26
955;harrisburg;other;other;22
970;sydney;new south wales;australia;15
981;new york;new york;usa;20
986;alexandria;virginia;usa;24
989;san antonio;texas;usa;33
996;bellefonte;pennsylvania;usa;42
1000;teramo;abruzzo;italy;34
1007;schaumburg;illinois;usa;16
1011;vancouver;british columbia;canada;52
1012;covington;louisiana;usa;33
1017;lüneburg;niedersachsen;germany;35
1025;maidstone;england;united kingdom;33
1057;norwich;norfolk;united kingdom;19
1063;edmonton;alberta;canada;19
1069;troutdale;oregon;usa;14
1075;hurst;texas;usa;49
1084;mt vernon;illinois;usa;57
1087;birmingham;alabama;usa;46
1089;perry;florida;usa;22
1095;hennef;nrw;germany;44
1098;astoria;new york;usa;19
1100;saskatoon;saskatchewan;canada;24
1111;london;ontario;canada;45
1113;richmond;missouri;usa;22
1116;calgary;alberta;canada;29
1123;lasalle;quebec;canada;23
1129;bothell;washington;usa;53
1131;berkeley;other;other;22
1132;tigard;oregon;usa;37
1133;kingswood;south australia;australia;46
1138;ann arbor;michigan;usa;36
1140;bridgewater;new jersey;usa;19
1155;smyrna;georgia;usa;22
1161;brier;washington;usa;39
1167;milwaukee;wisconsin;usa;25
1168;bergisch gladbach ( bensberg);nordrhein-westfalen;germany;20
1169;olympia;washington;usa;27
1170;wauwatosa;wisconsin;usa;17
1178;heidelberg;baden-wuerttemberg;germany;9
1184;la mirada;california;usa;38
1189;nürnberg;bayern;germany;39
1192;klang;selangor;malaysia;27
1206;stuttgart;baden-württemberg;germany;25
1211;rennes;bretagne;france;22
1225;lombard;illinois;usa;22
1231;christchurch;n/a;new zealand;13
1233;ravenna;emilia romagna;italy;27
1238;christchurch;canterbury;new zealand;42
1249;surrey;british columbia;canada;50
1254;16605 bennington ct;indiana;usa;26
1256;ottawa;ontario;canada;12
1258;st. paul;minnesota;usa;18
1264;antelope;california;usa;21
1270;hartford;connecticut;usa;33
1275;perth;western australia;australia;31
1279;long beach;california;usa;26
1294;victoria;british columbia;canada;60
1297;los gatos;california;usa;30
1300;wauwatosa;wisconsin;usa;37
1303;troy;michigan;usa;56
1309;walker;louisiana;usa;28
1314;monza;lombardia;italy;48
1317;torrance;california;usa;63
1331;lisboa;n/a;portugal;32
1332;dallas;texas;usa;55
1334;birmingham;england;united kingdom;32
1343;bishop auckland;england;united kingdom;33
1345;tallahassee;florida;usa;26
1348;sacramento;california;usa;43
1368;hopewell;virginia;usa;22
1372;frankfurt;hessen;germany;34
1395;santa monica;california;usa;43
1399;york;maine;usa;41
1412;winston-salem;north carolina;usa;47
1416;widnes;cheshire;united kingdom;25
1424;north avoca;new south wales;australia;24
1435;st. louis;missouri;usa;36
1436;sault ste. marie;ontario;canada;22
1466;cologne;nordrhein-westfalen;germany;28
1467;dallas;texas,;n/a;26
1469;santiago;santiago;chile;59
1477;winfield;pennsylvania;usa;34
1485;allendale;new jersey;usa;30
1487;saint paul;minnesota;usa;23
1502;sf;california;usa;42
1521;washington;d.c.;dc, usa;32
1533;chateauguay;quebec;canada;57
1541;köln;nordrhein-westfalen;germany;25
1543;san jose;san jose;costa rica;44
1546;overland;missouri,;n/a;40
1547;overland;missouri;usa;78
1548;brooklyn;new york;usa;28
1555;buena park;california;usa;52
1557;bloomington;indiana;usa;32
1564;provo;utah;usa;43
1567;romney;west virginia;usa;57
1569;boston;massachusetts;usa;37
1573;owings mills;maryland;usa;40
1588;lewisham;london;united kingdom;45
1596;jackson;tennessee;usa;51
1608;collingswood;new jersey;usa;27
1610;charlotte;north carolina;usa;30
1618;addis ababa;ethiopia;ethiopia;21
1619;visalia;california;usa;19
1643;perth;western australia;australia;24
1652;new york;new york;usa;45
1660;fort worth;texas;usa;19
1661;marcellus;new york;usa;60
1672;north east;pennsylvania;usa;18
1674;minneapolis;minnesota;usa;26
1676;ottawa;ontario;canada;39
1687;champaign;illinois;usa;47
1688;chelmsford;england;united kingdom;53
1703;barcelona;catalunya;spain;19
1705;plano;texas;usa;32
1706;olympia;washington;usa;26
1723;danbury;connecticut;usa;40
1725;palma;illes balears;united kingdom;25
1729;toronto;ontario;canada;55
1730;el paso;texas;usa;33
1733;independence;west virginia;usa;30
1745;cedar rapids;iowa;usa;20
1750;perugia;umbria;italy;43
1770;hellin;albacete;spain;34
1782;woodland hills;california;usa;7
1793;coquitlam;british columbia;canada;26
1797;paris;paris;france;33
1805;euless;texas;usa;25
1809;bucharest;n/a;romania;33
1812;provo;utah;usa;24
1838;glens falls;new york;usa;31
1848;bellingham;washington;usa;22
1850;sydney;nsw;australia;22
1859;sackville;new brunswick;canada;40
1861;houston;texas;usa;39
1863;feucht;bayern;germany;43
1867;chelsea;michigan;usa;31
1869;westfield;massachusetts;usa;21
1891;canyon city;oregon;usa;48
1900;kent;ohio;usa;51
1901;vancouver;british columbia;canada;53
1903;hualien;taiwan;taiwan;36
1904;canberra;australian capital territory;australia;40
1922;daly city;other;other;42
1923;beaufort;victoria;australia;49
1927;salem;oregon;usa;20
1928;kansas city;missouri;usa;17
1938;new york;new york;usa;42
1948;acworth;georgia;usa;34
1949;wilmington;north carolina;usa;25
1961;grand rapids;michigan;usa;17
1963;perth;western australia;australia;24
1965;augsburg;bayern;germany;31
1969;paris;paris;france;25
1986;leatherhead;england;united kingdom;19
2009;wuppertal;nordrhein-westfalen;germany;31
2010;colfax;illinois;usa;47
2012;bray;wicklow,;n/a;34
2020;dafoe;saskatchewan;canada;42
2030;seabeck;washington;usa;31
2033;omaha;nebraska;usa;27
2041;playa del rey;california;usa;25
2043;houston;other;other;60
2046;philadelphia;missouri;usa;22
2074;madrid;madrid;spain;35
2078;dallas;texas;usa;40
2087;austin;texas;usa;29
2090;dudley;massachusetts;usa;28
2103;minneapolis;minnesota;usa;43
2106;denver;colorado;usa;44
2110;charlotte;north carolina;usa;24
2115;escondido;california;usa;55
2132;hammond;indiana;usa;33
2134;oakland;california;usa;35
2135;irvine;california;usa;22
2136;salem;oregon;usa;45
2139;chesapeake;virginia;usa;33
2150;lawrenceville;georgia;usa;50
2158;james island;south carolina;usa;58
2160;zaragoza;aragón;spain;16
2163;kerns;obwalden;switzerland;14
2172;quezon city;n/a;philippines;17
2179;sunderland;massachusetts;usa;30
2183;burnaby;british columbia;canada;18
2189;montreal;quebec;canada;24
2190;lenexa;kansas;usa;29
2197;n/a;travelling;canada;26
2232;50678 köln;nordrhein-westfalen;germany;52
2238;san diego;california;usa;34
2244;embro;ontario;canada;28
2253;saskatoon;saskatchewan;canada;61
2255;charlottesville;virginia;usa;35
2268;coruña;galicia;spain;22
2275;prescott;arizona;usa;22
2276;niskayuna;new york;usa;46
2281;vancouver;washington;usa;30
2283;jasper;missouri;usa;18
2287;north chili;new york;usa;35
2288;spring hill;tennessee;usa;30
2295;el sobrante;california;usa;21
2302;tampere;pirkanmaa;finland;34
2308;florence;other;other;21
2313;cincinnati;ohio;usa;23
2316;london;n/a;united kingdom;56
2324;atlantic beach;florida;usa;40
2326;porto;porto;portugal;23
2333;ocean city;maryland;usa;30
2337;grove city;ohio;usa;34
2349;günzburg;bayern;germany;62
2352;bad dürrheim;baden-wuerttemberg;germany;18
2354;ottawa;ontario;canada;37
2358;bryan;texas;usa;23
2359;haarlem;noord-holland;netherlands;38
2363;mountain home;idaho;usa;42
2375;norfolk;virginia;usa;20
2386;pittsboro;north carolina;usa;40
2389;düsseldorf;nordrhein-westfalen;germany;42
2395;newtown;connecticut;usa;43
2399;kent;ohio;usa;32
2403;anderson;south carolina;usa;41
2404;new york;new york;usa;44
2406;münchen;bayern;germany;48
2411;lake city;florida;usa;37
2421;durban;kwazulu-natal;south africa;31
2436;new york;new york;usa;58
2437;san antonio;texas;usa;45
2439;atlanta;georgia;usa;26
2442;torino;other;other;25
2451;philadelphia;pennsylvania;usa;45
2455;burgwedel;north carolina;germany;42
2457;banff;alberta;canada;24
2459;ottawa;ontario;canada;23
2462;kingston;n/a;usa;26
2470;phoenix;arizona;usa;22
2482;whistler;british columbia;canada;41
2500;rapid city;south dakota;usa;26
2515;reus;tarragona;spain;38
2529;victoria;british columbia;canada;39
2531;brescia;lombardia;italy;20
2534;kamloops;british columbia;canada;31
2540;vienna;virginia;usa;46
2542;silvis;illinois;usa;54
2544;wayne;pennsylvania;usa;29
2545;freiburg;baden-wuerttemberg;germany;48
2549;nice;alpes maritimes;france;31
2555;turnersville;new jersey;usa;45
2559;santa rosa;california;usa;19
2562;wheeling;illinois;usa;53
2567;arlington;washington;usa;53
2578;burlington;ontario;canada;16
2588;rockport;texas;usa;42
2589;shrewsbury;massachusetts;usa;62
2591;bloomington;illinois;usa;39
2592;sherman oaks;california;usa;35
2595;wiesbaden;hessen;germany;34
2596;offenburg;baden-wuerttemberg;germany;43
2598;flushing;michigan;usa;38
2599;logroño;la rioja;spain;15
2608;washburn;north dakota;usa;17
2613;geneva;new york;usa;49
2615;vienna;vienna;austria;21
2616;fairbanks;alaska;usa;35
2618;westvancouver;other;other;38
2630;kingsland;texas;usa;66
2651;harlingen;texas;usa;29
2658;warsaw;mazowieckie;poland;23
2668;los angeles;california;usa;36
2678;fort collins;colorado;usa;16
2685;monteporzio catone(roma);lazio;italy;21
2688;herbolzheim;baden-wuerttemberg;germany;16
2696;hamburg;hamburg;germany;28
2708;coventry;n/a;united kingdom;59
2719;staten island;new york;usa;37
2729;sagliano micca;piemonte;italy;19
2731;victoria;british columbia;canada;45
2738;milano;lombardia;italy;32
2742;rochester;new york;usa;37
2744;columbus;ohio;usa;25
2746;baton rouge;louisiana;usa;25
2749;bridge lake;british columbia;canada;18
2760;n/a;aargau;switzerland;23
2766;frisco;texas;usa;42
2768;schliersee;bayern;germany;30
2769;gorizia;friuli venezia giulia;italy;27
2770;champaign;illinois;usa;50
2771;lake orion;michigan;usa;56
2790;san antonio;texas;usa;50
2791;saint louis;missouri;usa;29
2793;jefferson;georgia;usa;34
2798;fredericksburg;virginia;usa;35
2799;eugene;oregon;usa;35
2803;barcelona;barcelona;spain;36
2804;sarasota;florida;usa;53
2830;adelaide;south australia;australia;13
2853;cleveland;ohio;usa;34
2854;deptford;new jersey;usa;36
2855;dallas;texas;usa;35
2870;cassville;missouri;usa;50
2882;olympia;washington;usa;43
2885;shoreview;minnesota;usa;33
2891;beaverton;oregon;usa;25
2893;hospitalet de llobregat;barcelona;spain;21
2896;sao paulo;sao paulo;brazil;20
2906;paris;ile de france;france;20
2907;new york;new york;usa;29
2933;seattle;washington;usa;27
2935;barstow;california;usa;59
2936;london;london;united kingdom;30
2943;san antonio;texas;usa;30
2950;woodside;california;usa;56
2954;wichita;kansas;usa;71
2957;christchurch;n/a;new zealand;34
2962;st. anthony village;minnesota;usa;47
2964;tualatin;oregon;usa;43
2968;columbus;other;other;57
2974;philadelphia;pennsylvania;usa;30
2977;richland;washington;usa;25
2979;como;lombardia;italy;34
2982;montreal;quebec;canada;34
2996;milan;lombardia;italy;21
3017;roma;lazio;italy;30
3020;virginia beach;virginia;usa;37
3027;swindon;wilts;england, united kingdom;41
3032;sydney;new south wales;australia;40
3039;lisboa;lisboa;portugal;30
3044;vienna;austria;bayern, austria;27
3046;burlington;ontario;canada;26
3049;gold coast;queensland;australia;16
3066;grand ledge;michigan;usa;29
3067;long beach;california;usa;22
3071;portland;oregon;usa;37
3073;helsinki;uusimaa;finland;23
3079;asheville;north carolina;usa;17
3088;avignon;vaucluse;france;25
3089;st.paul;minnasota;usa;46
3093;belle plaine;iowa;usa;46
3094;hannover;niedersachsen;germany;47
3096;n/a;n/a;n/a;12
3099;umeå;västerbotten;sweden;19
3100;oakland;california;usa;42
3104;watertown;massachusetts;usa;27
3106;memphis;tennessee;usa;30
3111;nijmegen;gelderland;netherlands;22
3113;vernon;british columbia;canada;24
3141;la ronge;saskatchewan;canada;22
3142;lawrenceville;georgia;usa;29
3145;austin;texas;usa;34
3148;indianapolis;indiana;usa;16
3154;new york;new york;usa;46
3165;janesville;wisconsin;usa;24
3167;milwaukee;wisconsin;usa;42
3168;mississauga;ontario;canada;17
3177;hamilton;n/a;new zealand;44
3185;oslo;oslo;norway;42
3186;hilo;other;other;32
3192;milwaukee;wisconsin;usa;50
3232;rome;lazio;italy;35
3257;villa luganese;ticino;switzerland;35
3266;stockholm;n/a;sweden;53
3268;seattle;washington;usa;36
3282;didsbury;alberta;canada;52
3289;petawawa;ontario;canada;38
3291;windsor;ontario;canada;37
3302;calgary;alberta;canada;21
3305;halifax;nova scotia;canada;26
3315;tamworth;new south wales;australia;51
3321;regina;saskatchewan;canada;25
3323;seatac;washington;usa;63
3326;bonn;nordrhein-westfalen;germany;37
3329;grantsville;utah;usa;29
3331;mckeesport;pennsylvania;usa;60
3332;hartlepool;cleveland;united kingdom;54
3343;madrid;madrid;spain;36
3346;tehran;tehran;iran;20
3347;miami;florida;usa;43
3350;colorado springs;colorado;usa;23
3351;oceanside;california;usa;42
3355;barcelona;barcelona;spain;19
3357;spokane;washington;usa;31
3363;knoxville;tennessee;usa;29
3364;victoria;british columbia;canada;29
3368;nashua;new hampshire;usa;16
3371;groveland;massachusetts;usa;25
3373;elk grove;california;usa;30
3374;ajax;ontario;canada;47
3376;abbotsford;british columbia;canada;26
3379;toronto;ontario;canada;16
3393;aurora;illinois;usa;55
3400;torrelavega;cantabria;spain;27
3401;jacksonville;florida;usa;22
3416;aachen;nordrhein-westfalen;germany;34
3421;mcminnville;oregon;usa;25
3422;gawler east;south australia;australia;14
3427;eldorado;illinois;usa;50
3437;honolulu;hawaii;usa;34
3452;kingston;ontario;canada;38
3454;dallas;texas;usa;36
3460;edmonton;alberta;canada;32
3462;amherst;new york;usa;47
3463;conrad;iowa;usa;66
3471;victoria;british columbia;canada;25
3472;seattle;washington;usa;24
3477;charleston;west virginia;usa;36
3481;littleton;colorado;usa;49
3487;hamilton;ohio;usa;22
3488;ljubljana;n/a;slovenia;21
3495;denver;colorado;usa;36
3496;omaha;nebraska;usa;5
3505;florissant;missouri;usa;30
3508;edinburgh;scotland;united kingdom;46
3510;nederland;colorado;usa;57
3512;portales;new mexico;usa;54
3519;norwalk;connecticut;usa;27
3528;omaha;nebraska;usa;33
3537;seattle;washington;usa;54
3538;madrid;madrid;spain;31
3542;jersey city;new jersey;usa;25
3546;milwaukee;wisconsin;usa;27
3554;hackettstown;new jersey;usa;11
3556;bismarck;north dakota;usa;68
3569;n/a;n/a;usa;23
3571;calgary;alberta;canada;34
3573;fair lawn;new jersey;usa;32
3575;chicago;illinois;usa;35
3578;halifax;nova scotia;canada;25
3583;redlands;queensland;australia;48
3596;wetumpka;alabama;usa;35
3599;orlando;florida;usa;47
3602;colorado springs;colorado;usa;22
3615;north pole;alaska;usa;60
3633;courtenay;british columbia;canada;34
3640;sacramento;california;usa;31
3641;king george;virginia;usa;34
3643;robbinsdale;minnesota;usa;37
3645;siegburg;nordrhein-westfalen;germany;22
3647;carmichael;california;usa;17
3648;durham;north carolina;usa;25
3652;levallois-perret;ile-de-france;france;16
3654;esslingen;baden-württemberg;germany;36
3659;toronto;other;other;32
3660;huntington beach;california;usa;9
3665;iowa city;iowa;usa;34
3668;chicago;illinois;usa;25
3669;williamsburg;massachusetts;usa;34
3671;lahaina;hawaii;usa;19
3673;chatsworth;california;usa;56
3675;barcelona;catalunya;spain;24
3677;darlington;south carolina;usa;42
3684;barnet;england;united kingdom;68
3690;pickerington;ohio;usa;29
3693;hampton;virginia;usa;23
3704;montbéliard;franche-comté;france;25
3713;juneau;alaska;usa;39
3719;eielson afb;alaska;usa;18
3728;pembroke pines;florida;usa;40
3731;philadelphia;pennsylvania;usa;45
3739;hamilton;other;other;42
3740;watford;england;united kingdom;24
3743;roma;lazio;italy;29
3752;langenthal;bern;switzerland;44
3757;madrid;madrid;spain;9
3761;san diego;california;usa;32
3767;london;ontario;canada;35
3770;roanoke;virginia;usa;20
3775;port angeles;washington;usa;57
3780;eagle river;alaska;usa;50
3792;sacramento;california;usa;12
3798;anchorage;alaska;usa;23
3814;langhorne;pennsylvania;usa;50
3817;columbia;south carolina;usa;29
3821;scottdale;pennsylvania;usa;36
3827;orlando;florida;usa;23
3838;portland;other;other;32
3840;meriden;connecticut;usa;46
3843;bradford;vermont;usa;43
3852;barcelona;catalonia;spain;30
3856;auckland;n/a;new zealand;45
3860;berkeley;california;usa;42
3861;los angeles;california;usa;37
3869;chapel hill;north carolina;usa;38
3874;haarlem;northholland;netherlands;40
3879;cliffside park;new jersey;usa;40
3881;ottawa;ontario;canada;34
3886;whitby;ontario;canada;34
3890;anchorage;alaska;usa;45
3912;st. john`s;newfoundland;canada;30
3915;basel;basel-stadt;switzerland;59
3916;modena;emilia romagna;italy;36
3917;toronto;ontario;canada;25
3918;abilene;other;other;35
3923;vienna;other;other;36
3927;knoxville;tennessee;usa;31
3934;ankara;n/a;"turkey""";33
3935;cannon falls;minnesota;usa;25
3936;paris;ile de france;france;40
3943;detroit;michigan;usa;40
3944;lloydminster;saskatchewan;canada;8
3947;volente,tx;texas;usa;66
3950;ottawa;ontario;canada;29
3954;detroit;michigan;usa;24
3959;st.clair shores;michigan;usa;23
3966;plymouth;michigan;usa;15
3977;columbiana;alabama;usa;63
3991;monroe;new york;usa;30
4002;san francisco;california;usa;26
4017;new orleans;louisiana;usa;48
4024;nixa;missouri;usa;27
4028;athens;n/a;greece;26
4038;bethesda;maryland;usa;19
4039;fredericton;new brunswick;canada;22
4041;alamogordo;new mexico;usa;45
4049;poringland;england;united kingdom;65
4055;guelph;ontario;canada;52
4060;aberdeen;scotland;united kingdom;15
4062;shrewsbury;shropshire;united kingdom;41
4066;birmingham;alabama;usa;31
4070;ballarat;victoria;australia;44
4076;barcelona;barcelona;spain;27
4089;westborough;massachusetts;usa;52
4090;haskell;new jersey;usa;40
4091;estill springs;tennessee;usa;77
4092;hixson;tennessee;usa;27
4097;coslada;madrid;spain;24
4098;mei foo;kowloon;hong kong;30
4103;barcelona;barcelona;spain;27
4107;kelowna;british columbia;canada;19
4114;augsburg;bayern;germany;17
4119;kennewick;washington;usa;13
4123;albuquerque;new mexico;usa;24
4124;ottawa;ontario;canada;19
4129;são paulo;são paulo;brazil;26
4131;hemel hempstead;england;united kingdom;51
4134;stockach;baden-wuerttemberg;germany;42
4138;austin;texas;usa;20
4141;los angeles;california;usa;25
4144;winnipeg;manitoba;canada;31
4149;highland;utah;usa;53
4157;birmingham;alabama;usa;39
4164;anchorage;alaska;usa;39
4171;derry;new hampshire;usa;41
4172;windermere;florida,;n/a;26
4173;bethesda;maryland;usa;49
4174;north pole;alaska;usa;48
4177;anchorage;alaska;usa;45
4179;fairbanks;alaska;usa;18
4183;anchorage;alaska;usa;57
4185;graham;washington;usa;63
4189;palmer;alaska;usa;27
4191;juneau;alaska;usa;26
4196;kasilof;alaska;usa;49
4215;regensburg;bavaria;germany;28
4221;n/a;connecticut;usa;18
4223;oldenburg;niedersachsen;germany;28
4224;munich;bayern;germany;32
4228;austin;texas;usa;41
4234;comfort;texas;usa;45
4243;wheelers hill;victoria;australia;52
4253;dortmund;nordrhein-westfalen;germany;36
4270;pavia;lombardia;italy;33
4275;valencia;valencia;spain;15
4285;adrian;michigan;usa;50
4309;santa monica;california;usa;34
4311;ann arbor;michigan;usa;25
4317;slfjk;alberta;brazil;27
4320;barcelona;catalunya;spain;26
4324;elda;alicante;spain;25
4328;milan;lombardia;italy;24
4334;rome;lazio;italy;38
4351;bath;pennsylvania;usa;73
4362;eden prairie;minnesota;usa;13
4365;victoria;british columbia;canada;19
4370;kingston;ontario;canada;46
4376;tuebingen;baden-wuerttemberg;germany;42
4385;albq;new mexico;usa;33
4396;annapolis;maryland;usa;20
4398;conegliano;veneto;italy;35
4400;wilkes-barre;pennsylvania;usa;51
4401;boston;massachusetts;usa;28
4419;garland;texas;usa;29
4420;balgach;st.gallen;switzerland;24
4426;des moines;iowa;usa;21
4433;ploiesti;prahova;romania;17
4435;roma;lazio;italy;30
4456;valencia;valencia;spain;20
4489;albuquerque;new mexico;usa;14
4506;soria;soria;spain;29
4509;hamburg;hamburg;germany;30
4514;vila nova de famalicão;braga;portugal;23
4518;milano;lombardia;italy;30
4541;atlanta;georgia;usa;32
4547;cento;ferrara;italy;24
4556;south berwick;maine;usa;39
4561;kansas city;missouri;usa;37
4570;santa monica;california;usa;40
4571;melbourne;victoria;australia;23
4577;rio linda;california;usa;34
4579;victoria;british columbia;canada;29
4582;greenwood village;colorado;usa;31
4591;salzburg;salzburg;austria;21
4600;little rock;arkansas;usa;32
4608;portland;oregon;usa;34
4622;norfolk;virginia;usa;18
4653;santiago;region metropolitana;chile;29
4667;münchen;bayern;germany;31
4673;west covina;california;usa;20
4694;buenos aires;buenos aires;argentina;48
4695;newburgh;indiana;usa;21
4706;orange park;florida;usa;60
4708;valencia;comunidad valenciana;spain;25
4712;genova;liguria;italy;16
4731;turin;n/a;italy;46
4747;mexico city;federal district;mexico;52
4753;raleigh;other;other;31
4754;oakland;california;usa;23
4760;firenze;toscana;italy;23
4781;manchester;new hampshire;usa;47
4785;litchfield;connecticut;usa;30
4786;brisbane;queensland;australia;24
4794;albuquerque;new mexico;usa;14
4795;rochester;new york;usa;18
4799;keswick;cumbria;united kingdom;25
4802;london;england;united kingdom;28
4807;minneapolis;minnesota;usa;46
4808;clinton;michigan;usa;37
4811;montreal;quebec;canada;50
4813;sutherland;scotland;united kingdom;50
4823;van nuys;california;usa;37
4832;midland;ontario;canada;30
4835;urbana;illinois;usa;24
4838;munich;bayern;germany;48
4845;surrey;other;other;30
4850;huntsville;texas;usa;52
4854;port hope;ontario;canada;30
4864;atascadero;california;usa;30
4879;ottawa;ontario;canada;40
4881;calgary;alberta;canada;18
4887;apex;north carolina;usa;40
4893;yantai;shan dong;china;31
4895;moreno valley;california;usa;50
4896;ploiesti;prahova;romania;18
4900;washington;dc,;n/a;26
4904;london;england,;n/a;32
4907;adelaide;south australia;australia;40
4909;london;england;united kingdom;31
4919;albuquerque;new mexico;usa;13
4921;houston;texas;usa;33
4929;north easton;massachusetts;usa;28
4933;moeville;minnesota;usa;33
4937;melbourne;victoria;australia;20
4938;charleston;south carolina;usa;30
4946;melbourne;victoria;australia;25
4954;portland;oregon;usa;55
4958;berkeley;california;usa;16
4973;toronto;ontario;canada;29
4976;bothell;washington;usa;56
5021;pagosa springs;colorado;usa;40
5030;orleans;ontario;canada;29
5037;dodge center;minnesota;usa;26
5048;montreal;quebec;canada;60
5060;barcelona;barcelona;spain;29
5075;byron;georgia;usa;36
5078;houston;texas;usa;40
5084;lisboa;lisboa;portugal;33
5087;berlin;schleswig-holstein;germany;32
5091;swieqi;n/a;malta;35
5100;boise;idaho;usa;36
5101;montreal;quebec;canada;34
5124;bel air;maryland;usa;37
5127;castelnovo monti (re);emilia romagna;italy;33
5130;zürich;n/a;switzerland;37
